pais,plan,rowid,correo,nombre,antiguedad,costo_plan,usuario_id,_airbyte_ab_id,_airbyte_emitted_at
US,['premium'],7.09088507303723e+17,romulo85@yahoo.com,Estela Ballester-Urrutia,May 2021,17.99,5a984b18-6364-4295-951e-0835b99dbd4d,4b6b856d-c1b9-4d99-949d-053c23d99e44,2021-11-25 21:40:37.607 UTC
US,['premium'],7.0908850728343962e+17,hunterrodriguez@hotmail.com,Sheila Sharp,Feb 2012,17.99,6493965a-0552-4531-96fd-c32068bffd15,f5554575-3e58-4744-9bed-c0b64a49ae5b,2021-11-25 21:40:37.607 UTC
US,['premium'],7.0908850732243354e+17,pgibson@gmail.com,Matthew Morales,Jul 2017,17.99,33f16fbe-1ef1-4a7c-9cec-6fbe22e484d1,caec68bc-6b57-467d-938e-6cc13c91f9ba,2021-11-25 21:40:37.607 UTC
US,['basic'],7.09088507273216e+17,larsonmary@gmail.com,Heather Osborn,Dec 2018,8.99,8be0c101-2cad-4424-90a9-e7a8860027f1,04c271f2-3ecb-4ab4-aa70-0eb1476f70ac,2021-11-25 21:40:37.607 UTC
US,['basic'],7.090885072772137e+17,gary47@hotmail.com,Aaron Campbell,Feb 2016,8.99,e36b6572-e4ae-44bf-9785-0fe85b300057,188e177f-8804-4b05-adba-4d5d87ba1a42,2021-11-25 21:40:37.607 UTC
US,['basic'],7.0908850729775923e+17,tamayomaria-carmen@yahoo.com,Pascuala Pardo Pinilla,Feb 2014,8.99,588b53f3-3020-493b-b3cc-2dbd51e21ee4,4831a069-bc92-43fb-bbcc-3440b8e23b2c,2021-11-25 21:40:37.607 UTC
US,['basic'],7.0908850727927808e+17,jordanbrady@hotmail.com,Donald Mann,Dec 2011,8.99,06cc9146-7358-4861-94a1-7bc82e949fb6,afdffcb9-0bc8-4730-a578-1fac3485f78f,2021-11-25 21:40:37.607 UTC
US,['basic'],7.0908850732040192e+17,cecilio81@hotmail.com,Atilio Castillo Mena,Nov 2016,8.99,25fa1bcb-c828-4571-aa01-b9c3e305d063,6cecc131-15ee-4b8b-9fc4-42402d569ce1,2021-11-25 21:40:37.607 UTC
US,['standard'],7.0908850727118438e+17,placidocamino@yahoo.com,Paca Arenas-Puente,Jun 2015,13.99,e4f7ea6d-18a2-416e-ba5b-ed472c271ef6,7bcb4cdf-7122-4e62-b19b-9c97ce9ea031,2021-11-25 21:40:37.607 UTC
US,['standard'],7.0908850730801562e+17,brianahernandez@hotmail.com,Keith Farmer,Jan 2016,13.99,5891e122-d989-4f9c-bc75-8ee1ffb67978,7d4aa3fc-d563-4ecb-95eb-095b0421b1d1,2021-11-25 21:40:37.607 UTC
US,['standard'],7.0908850731627315e+17,modestaquintanilla@gmail.com,Darío Galván Serna,Mar 2014,13.99,6dbfe63e-ab54-4d94-b03f-1a9ac02a702d,22ba0ea0-b59d-4ec0-b0e3-4528573fb4b0,2021-11-25 21:40:37.607 UTC
US,['standard'],7.090885072690217e+17,marianalucas@hotmail.com,Tomás Zorrilla Corral,Oct 2014,13.99,b1729b59-cec2-4f1f-a472-025c7c681479,6d20af05-c508-4c0f-95ad-133149ea8efd,2021-11-25 21:40:37.607 UTC
US,['standard'],7.0908850728756838e+17,feliciano22@hotmail.com,Miriam Díaz Julián,Feb 2012,13.99,cf67fc2b-0a95-4a0f-812a-cbde1986e75b,87cb0989-02d8-411d-ba29-cb078d7a26dd,2021-11-25 21:40:37.607 UTC
US,['standard'],7.0908850731047322e+17,allenhensley@hotmail.com,Peter Sherman,Jul 2017,13.99,7b3a0882-799e-4767-bf82-43d7382af0e7,514e975c-d91d-4d00-836f-d602a81b19f7,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.0908851090774426e+17,jesusarozas@gmail.com,Bernardo Quero Solera,Jun 2012,9.04,9b5d6ea0-4be9-48c4-a0d2-00427d5e4585,b39715c2-3c90-458b-a149-0aa53c8294a9,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.0908851087173222e+17,bermudezjuanito@yahoo.com,Lidia Esteve,Sep 2013,9.04,0fbe60e3-3663-419a-92e3-4d14e76b07e6,ed075a2f-3c08-4976-b18d-876238aebe0d,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.0908851087579546e+17,owilliams@hotmail.com,Gina Lamb,Dec 2013,9.04,4f08202b-93f5-4eb5-9f1d-ba9e42ec960f,54e2b482-7779-42bb-a575-749fbb388c69,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.0908851087785984e+17,david87@yahoo.com,John Campbell,Jan 2014,9.04,246e0104-85f8-4208-9f62-f2fb98d16c7f,4b54b37c-353f-4208-afbf-cdf138550e9e,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.0908851087979315e+17,jennifer00@yahoo.com,Miranda Lindsey,Aug 2012,9.04,16dbfe9f-02bc-4c16-8cc9-fc430bd99563,f713d27f-b752-4041-b145-470874f884e6,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.0908851092026163e+17,jesse05@gmail.com,Gavin Gonzalez,Dec 2011,9.04,31c7f994-75fd-45c8-aa4c-a38ae8a650bc,0cc09d5f-60d3-4d8d-b5e2-bfe7f0d72787,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.0908851091832832e+17,isidorobadia@yahoo.com,Ricardo de Lamas,Nov 2018,9.04,992328cb-5949-4866-ade2-f1fdc60c40f3,c73c7fcd-ea25-4afb-b172-98a6e8bed69f,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.090885108997161e+17,johnsonjacob@hotmail.com,Mike Barber,Dec 2016,9.04,b620d447-814e-4a68-a7e4-09dcde70b81b,f60cbae0-79d6-499a-a9e8-dbd415fdb18f,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.090885109283881e+17,edgardo36@yahoo.com,María Sarmiento Pujadas,Jun 2021,9.04,fd649c32-9b21-4f5e-8752-99fa58204c46,ce3a6c9c-fd2d-420d-bf26-aec22e03379d,2021-11-25 21:40:37.607 UTC
ZA,['standard'],7.0908851087382938e+17,martafiguerola@hotmail.com,Demetrio del Barral,Apr 2015,9.04,62b8a060-f5da-4bc9-bc57-bdcaa7fb1de2,24523df6-fea6-41c1-be46-64a7f3dcf809,2021-11-25 21:40:37.607 UTC
ZA,['premium'],7.0908851089175347e+17,boonetyler@hotmail.com,James Tanner,Aug 2019,10.99,d8fc25d2-01b2-4c3e-8d43-bac0a7817a87,9c7d4ce0-4492-47e9-97ae-6e6f66391206,2021-11-25 21:40:37.607 UTC
ZA,['premium'],7.0908851090187878e+17,eray@gmail.com,Mariah Thompson,Jun 2014,10.99,f65a70b6-92eb-4a0b-b324-22f065bdf888,02de7056-3963-403f-ae91-d7f20a6cd22d,2021-11-25 21:40:37.607 UTC
ZA,['premium'],7.090885108958167e+17,lowejanice@gmail.com,Debra Ali,Feb 2015,10.99,25e22ff7-a727-4212-bb5e-8a5ae59c87ab,cf305655-5986-448c-acdc-1a7fe5597e5b,2021-11-25 21:40:37.607 UTC
ZA,['basic'],7.090885109097431e+17,fabril@hotmail.com,Ruth Leticia Aznar Ferreras,Nov 2016,6.44,251ab244-595b-4083-8b2c-abca414a71e7,d8a82828-8de3-4e30-91e5-d7c02973cc6f,2021-11-25 21:40:37.607 UTC
ZA,['basic'],7.09088510926422e+17,brianortiz@gmail.com,Bonnie Hayes,Sep 2013,6.44,4feb5596-732f-4089-8321-6e4287ad9a31,56e9c055-a3bc-4d90-af9e-f82b2dd72bea,2021-11-25 21:40:37.607 UTC
ZA,['basic'],7.0908851090590925e+17,sking@hotmail.com,Michael Reyes,Oct 2017,6.44,ecbb291b-3273-4c09-866c-e72e13d4725d,e8d1370a-180d-4789-9eb7-29dfcb2a773b,2021-11-25 21:40:37.607 UTC
ZA,['basic'],7.0908851086773453e+17,melissachan@gmail.com,Anthony Hudson,Jan 2013,6.44,840a1880-6055-4de8-9042-aa7b408a9686,c5967b4b-ca9c-4533-a78d-862f9eb610fb,2021-11-25 21:40:37.607 UTC
ZA,['basic'],7.09088510887723e+17,samuel41@hotmail.com,Eric Zamora,Oct 2020,6.44,7c69d18d-b093-4a9f-9a6c-476dd55ff953,331cab94-c555-4ed5-a29c-732ed6f707dd,2021-11-25 21:40:37.607 UTC
ZA,['basic'],7.0908851091564134e+17,jeremymorales@yahoo.com,Katie Johnson,Jun 2015,6.44,267274ff-fd0d-42b8-aec3-77a515962d57,786967b1-10e3-4187-9245-1d2ffaabadef,2021-11-25 21:40:37.607 UTC
AR,['standard'],7.090885051670528e+17,gabrielaalva@hotmail.com,Lic. Salma Quesada,Dec 2020,5.4,2c0db4ae-f26c-40f9-92bf-0dcd0ac1b55a,eb2f7f00-d7df-47f2-bc98-835c941cfec5,2021-11-25 21:40:37.607 UTC
AR,['basic'],7.0908850515623936e+17,criadoiris@yahoo.com,Eli Barriga Lamas,Apr 2013,3.28,681fb867-1881-4ff8-8dc1-b74984dfc56a,19ddd528-0c51-42dd-9d8b-aed09baa2f1e,2021-11-25 21:40:37.607 UTC
AR,['basic'],7.0908850516502118e+17,crojo@yahoo.com,Nancy Jacinto Zambrano Cervántez,Nov 2014,3.28,a62ec532-fe70-475e-a1ef-f6800bbbf757,ce9838de-80c8-4cf7-9476-77a32ab292fe,2021-11-25 21:40:37.607 UTC
AR,['premium'],7.09088505141461e+17,ibanezanastasia@yahoo.com,Dan Bernal,Aug 2015,7.87,f8dc6c14-8bb7-480f-a91e-b10c3f30ebf9,68e24ba0-46b1-4373-88d0-f1522f335304,2021-11-25 21:40:37.607 UTC
AR,['premium'],7.0908850513513677e+17,puenteestela@gmail.com,Margarita Alfaro Varela,Jan 2017,7.87,137042d1-8e79-4222-8f4d-20dad60ecc3d,7c156fdd-b531-498a-8481-617f93d515b7,2021-11-25 21:40:37.607 UTC
AR,['premium'],7.0908850513297408e+17,salvadorguerrero@hotmail.com,Mauricio Caridad Valdez Santacruz,Mar 2020,7.87,0aa18ea7-2f9e-4815-87b8-07d488e20f6d,ced38014-a6aa-4446-a555-c8effad17973,2021-11-25 21:40:37.607 UTC
AR,['premium'],7.0908850517766963e+17,ismaelsalamanca@gmail.com,Amor Aránzazu Gil Mármol,Feb 2019,7.87,cdc71c89-163a-48c1-a3e1-e6bad8d78525,131d71b4-e471-49d1-aa91-063ac61aa1f8,2021-11-25 21:40:37.607 UTC
AU,['basic'],7.090885051900887e+17,xterrell@gmail.com,Christine Brock,Jan 2016,8.52,8c8e56cb-86e1-4334-9c47-dee6e9d3ce84,ecb0ffef-f3cf-4037-b0b7-f19d209bac72,2021-11-25 21:40:37.607 UTC
AU,['premium'],7.0908850519870669e+17,jeremymckenzie@hotmail.com.au,Jacqueline Moran,Jul 2019,15.49,e1d48bd7-bd42-41c4-a1a7-aca1c368238d,d5796ee6-cf28-4b2b-a213-d84d31eaac74,2021-11-25 21:40:37.607 UTC
AU,['standard'],7.090885058339799e+17,lisa69@hotmail.com,Laura Payne,Apr 2017,12.39,0814d40b-3dd5-4a45-90b7-084dda29ed6c,5f014348-b2df-401e-a526-930d2bee8512,2021-11-25 21:40:37.607 UTC
AU,['standard'],7.090885058192343e+17,thomascarlson@gmail.com,Monique Strickland,Jul 2014,12.39,f53ea0c8-0970-43e4-ba66-03681d4e0bf1,e3bc6f27-9d50-49ef-93f1-9a05bb8e2350,2021-11-25 21:40:37.607 UTC
AU,['standard'],7.0908850581071462e+17,roger65@hotmail.com.au,Catherine Obrien,May 2021,12.39,84da430f-5271-404e-946b-a55de62589ff,add060e6-a587-4504-8b61-b16fc1ba6643,2021-11-25 21:40:37.607 UTC
AU,['standard'],7.09088505789055e+17,swest@gmail.com,Charles White,Mar 2019,12.39,718d63cb-a59b-44b7-b20e-cf172a4d5ec7,82fe64b6-227c-4f6d-b03e-c67db91edb70,2021-11-25 21:40:37.607 UTC
AU,['standard'],7.0908850519667507e+17,savageangela@yahoo.com,Melissa Johnston,Apr 2017,12.39,b98aa623-c904-4a7c-a0a6-9d544b4198a3,b48d873e-4364-43c4-ba1a-7da5c3e1372b,2021-11-25 21:40:37.607 UTC
AU,['standard'],7.0908850582342861e+17,joshua85@yahoo.com.au,Wanda Clarke,Nov 2020,12.39,07494dd1-c107-4b85-9d3f-79b2d452ba04,60e5cfe5-69c2-4783-a5ce-c678938e48bf,2021-11-25 21:40:37.607 UTC
AU,['standard'],7.0908850580665139e+17,steve13@yahoo.com,James Rosario,Dec 2017,12.39,45a16a0c-5f50-4ea8-99de-e977c6f902b8,7e585e85-21cf-48ae-ad89-5e799cd86792,2021-11-25 21:40:37.607 UTC
BE,['premium'],7.0908850584246682e+17,jose38@yahoo.com,Lisa Becker,Oct 2021,19.62,69ca4f8c-2b46-49aa-be7e-315288f06242,365fa38a-25db-4fc7-b7f5-9aa9f7765e9b,2021-11-25 21:40:37.607 UTC
BE,['premium'],7.0908850587290829e+17,hernandezcharles@yahoo.com,Lindsay Harvey,Feb 2021,19.62,6bbe6c2e-5a46-4b48-a82e-ae1606d5eb1d,51641ec2-33b6-4f6a-acbe-9b51adaa872d,2021-11-25 21:40:37.607 UTC
BE,['premium'],7.0908850586045645e+17,ckemp@yahoo.com,Joshua Frost,Oct 2016,19.62,3a87e8aa-dad1-4589-a647-6f75012d0f16,0b106e0e-c8a1-40c5-99f2-804a54bd5482,2021-11-25 21:40:37.607 UTC
BE,['premium'],7.090885059003351e+17,lgreer@gmail.com,Russell Guzman,Mar 2021,19.62,909c9d80-f6e6-4877-98ce-4654ed646885,15d58d11-a29a-4bc0-81fa-1c12d40048d5,2021-11-25 21:40:37.607 UTC
BE,['basic'],7.0908850584472781e+17,josephvazquez@yahoo.com,Sharon Manning,Mar 2021,9.8,f3b7a69b-b20f-4b39-bc8c-f12e4ddbe37a,107bfb65-d0ae-4fe4-9a60-a8132933f17c,2021-11-25 21:40:37.607 UTC
BE,['basic'],7.09088505892307e+17,greenebrian@gmail.com,Natalie Lee,Dec 2014,9.8,05bc117f-b1e4-4ef8-a08b-6fa0c306b43e,532c09f4-b4f5-4aab-841a-56aaec388a31,2021-11-25 21:40:37.607 UTC
BE,['basic'],7.0908850588598272e+17,manuel19@yahoo.com,Rebecca Heath,Apr 2013,9.8,fb2019b4-74ac-445f-b561-093a4251a9b3,87521917-9a65-48be-a348-719a453c7386,2021-11-25 21:40:37.607 UTC
BE,['basic'],7.0908850586684621e+17,nward@hotmail.com,Michael Mclaughlin,May 2019,9.8,0028d3da-2bca-4938-803b-49c59c0fb90d,64ef3b30-8b7a-4ec9-817a-8ef70a072a1b,2021-11-25 21:40:37.607 UTC
BE,['standard'],7.0908850588817818e+17,alexisrose@hotmail.com,Derek Brown,Oct 2016,14.71,beb7e965-a3d7-44bc-8f89-cb71733a3965,55891219-2478-4541-a6c2-06c5764f3d90,2021-11-25 21:40:37.607 UTC
BE,['standard'],7.0908850589633741e+17,marthahurst@yahoo.com,Steven Frazier,Oct 2021,14.71,d3d1eab3-b382-41c5-b232-9b8831743fcb,1e62be9e-1e41-41ef-8c78-bd80c6722c50,2021-11-25 21:40:37.607 UTC
BE,['standard'],7.0908850589437133e+17,michaelclark@yahoo.com,Latoya Meadows,Oct 2018,14.71,72cc3f2a-ba66-4dbf-9039-1afff29e4f14,1231fa48-57e8-45e0-98ed-7aa39ddcc5bb,2021-11-25 21:40:37.607 UTC
BE,['standard'],7.0908850589024256e+17,jessicahughes@gmail.com,Nancy Elliott,Sep 2020,14.71,811f20a5-01ac-4614-9c74-de5bdcb39043,48304c7b-18e5-4920-9265-806dbac02ce6,2021-11-25 21:40:37.607 UTC
BE,['standard'],7.09088505847251e+17,kromero@yahoo.com,Jeremiah Hays,Jun 2021,14.71,7a2ee0fc-3e17-4669-8a3f-5aa60ed7e577,7e917642-f143-430c-a19b-8106c2a451d2,2021-11-25 21:40:37.607 UTC
BE,['standard'],7.09088505898369e+17,anthonyalvarado@yahoo.com,Debra Pittman,Mar 2013,14.71,771723cf-a815-42e7-be01-6a9b784e338d,31774304-e848-4296-8122-cc69530284c0,2021-11-25 21:40:37.607 UTC
BE,['standard'],7.090885058403369e+17,kevinthomas@hotmail.com,Jessica Brown,Jun 2018,14.71,c6a19eca-1bcb-4042-aff2-77c6bf994699,443bf7d7-212a-4702-9831-b96ede9be341,2021-11-25 21:40:37.607 UTC
BR,['basic'],7.0908850593991885e+17,mendesmirella@hotmail.com,Srta. Lara Caldeira,Aug 2017,4.13,e0b88e65-ac0d-475f-a46f-9c919d638731,21273638-10a3-4cb7-9611-27d4d74dc3d8,2021-11-25 21:40:37.607 UTC
BR,['basic'],7.0908850592966246e+17,marcos-vinicius17@yahoo.com.br,Helena Silveira,May 2019,4.13,f0fd0378-c2ad-4d6f-ba16-2d72799cebb5,26b98522-a267-49a3-8c39-c3c2bacdf1ac,2021-11-25 21:40:37.607 UTC
BR,['basic'],7.0908850592451789e+17,amanda94@gmail.com,Sra. Rafaela Oliveira,Sep 2018,4.13,132b0fb0-21d1-461d-b5bd-07892771bc5e,7eff0908-d83d-4459-9739-f2bc8f5b5177,2021-11-25 21:40:37.607 UTC
BR,['basic'],7.0908850595164979e+17,pfreitas@uol.com.br,Dr. Gustavo Gomes,Apr 2017,4.13,d5cc3573-c75b-400f-ac41-6b98aec7aa2a,46b46906-e705-492f-bafd-63974f23d995,2021-11-25 21:40:37.607 UTC
BR,['basic'],7.09088505961513e+17,ana-juliaaragao@gmail.com,Srta. Lavínia Dias,Jan 2017,4.13,9afa90f6-794c-4ef2-a287-fc7f896020bf,5d491a23-5dcb-4f12-86c9-9123d0bed6b3,2021-11-25 21:40:37.607 UTC
BR,['basic'],7.0908850593202176e+17,dviana@hotmail.com,Fernanda Ribeiro,Aug 2014,4.13,b997de46-12a0-4b8d-8fae-0e69aec3303b,6d6c0629-315a-4c20-bf21-b84f41e094aa,2021-11-25 21:40:37.607 UTC
BR,['premium'],7.0908850592038912e+17,joao-guilhermebarros@uol.com.br,Pedro Miguel Martins,Oct 2018,8.65,3dfdad07-c459-42a3-b313-8ca2e0e83bf5,6adc2743-28b6-4a71-b611-d9aebe7ad459,2021-11-25 21:40:37.607 UTC
BR,['premium'],7.0908850597956813e+17,matheusmartins@uol.com.br,Dr. Bryan Melo,Jan 2015,8.65,fed9449e-04ec-4e8b-b151-8b0022341ec6,8b62fc84-ddc4-4148-9fb5-3795ba03340f,2021-11-25 21:40:37.607 UTC
BR,['premium'],7.09088505943851e+17,gabrielly42@bol.com.br,Sr. Gabriel Moraes,Dec 2011,8.65,2b5f2362-a04d-4d2c-84e7-c49e62e9ac0c,bb5c6e79-bde6-419d-a582-617753ea8f4d,2021-11-25 21:40:37.607 UTC
BR,['premium'],7.0908850596354458e+17,ana-vitoria82@ig.com.br,Maria Sophia Ramos,Dec 2020,8.65,5ee7161a-3ad4-41aa-92dd-6d747956a60f,0f2ff746-3acf-47f0-a00f-c533e27d7131,2021-11-25 21:40:37.607 UTC
BR,['premium'],7.09088505957548e+17,qmonteiro@ig.com.br,Clara Ramos,May 2012,8.65,b00cddfd-8d86-45b4-a64f-c54a19ddeadf,ae700014-0b97-44b0-a2f8-f1a881728756,2021-11-25 21:40:37.607 UTC
BR,['premium'],7.0908850596564173e+17,wcosta@bol.com.br,João Pedro Moura,Oct 2012,8.65,5f1f71ba-317f-42d3-ad22-f0598f2cb6d7,0d479992-0ce1-401e-bb2b-c4c203ac2a06,2021-11-25 21:40:37.607 UTC
BR,['premium'],7.0908850594578432e+17,silvamaria-eduarda@ig.com.br,Raquel Caldeira,Oct 2017,8.65,4679f418-d50c-4928-8a85-4b2d84705507,b291138e-6866-454c-9b1b-ef9bf3999bbf,2021-11-25 21:40:37.607 UTC
BR,['premium'],7.0908850594195046e+17,vitor-hugocardoso@uol.com.br,Lavínia Ribeiro,Apr 2017,8.65,4364e3c1-87ed-4e25-8948-cfe663e94ba8,4265c064-2e56-4a37-968d-0ad8044fd61f,2021-11-25 21:40:37.607 UTC
BR,['standard'],7.0908850593601946e+17,ivieira@yahoo.com.br,Daniela Vieira,Jun 2014,6.2,60a50160-1a46-433a-8968-4b333023127e,c5f8bcbb-5861-43d8-b9d2-cb4a972edbb7,2021-11-25 21:40:37.607 UTC
BR,['standard'],7.0908850596747674e+17,cardosomariane@hotmail.com,Daniela Costela,Mar 2015,6.2,fce86095-5b8b-406f-bf50-423b5b3c6e99,530f0a28-cd55-4a48-b7b3-782310ab00ce,2021-11-25 21:40:37.607 UTC
BR,['standard'],7.0908850594971648e+17,lucassantos@yahoo.com.br,Isabella Carvalho,May 2012,6.2,238ac672-0867-4937-8b50-4b7da037bbea,b3eed0e7-525f-4125-a3f8-26fbb616d28c,2021-11-25 21:40:37.607 UTC
BR,['standard'],7.0908850591442534e+17,melissada-paz@gmail.com,Sr. Igor da Paz,Feb 2016,6.2,58e9e7e4-9002-41c1-b374-a57e9d50e330,817d5139-de6d-486f-91a5-5a72cecc5e2d,2021-11-25 21:40:37.607 UTC
BR,['standard'],7.0908850593405338e+17,isadoraaragao@ig.com.br,Luiz Fernando Vieira,Jun 2021,6.2,15b90690-3c08-4177-97e1-405859bd462b,be0091db-af9d-4bc6-9b0f-d825951e588c,2021-11-25 21:40:37.607 UTC
BR,['standard'],7.09088505955713e+17,limathales@uol.com.br,Daniela Monteiro,Jun 2012,6.2,b82a7771-1b21-41ad-a52d-6fa2734dec0d,e761ac24-7e49-4602-805d-450831cde57a,2021-11-25 21:40:37.607 UTC
BR,['standard'],7.090885059271721e+17,dbarbosa@yahoo.com.br,Maria Clara Costa,Dec 2015,6.2,52e142d9-288e-4546-9e57-f5c9c14e2e3a,9255bdcf-e419-44fa-a2e4-034cca81dae3,2021-11-25 21:40:37.607 UTC
BR,['standard'],7.0908850595944858e+17,maria-aliceduarte@bol.com.br,Manuela Souza,Aug 2021,6.2,cd12fda6-724e-4476-a044-532e62efc2ec,46411ef9-ce58-4c19-8b30-a53932bd8621,2021-11-25 21:40:37.607 UTC
CA,['premium'],7.0908850603147264e+17,sarah30@hotmail.com,Théodore Fortier,Mar 2020,14.94,ad32cb8d-4ae4-48cf-8d80-88edca5cc07f,2053fd3d-a018-4668-818d-bd85ffffe83c,2021-11-25 21:40:37.607 UTC
CA,['basic'],7.0908850600358707e+17,gerard45@yahoo.com,Claude Desrochers-Sirois,Jul 2019,7.86,68266ec1-91a6-42b9-a110-1f7551b4cfb6,c03d3f02-9441-4177-8e17-782253433c62,2021-11-25 21:40:37.607 UTC
CA,['basic'],7.0908850602924442e+17,xlacroix@yahoo.com,Monique Trépanier,Jul 2021,7.86,507d66e8-5c77-43ad-9481-cec729dea34f,f2f190f4-428c-4eb6-be9f-a3298c6d4c0c,2021-11-25 21:40:37.607 UTC
CA,['basic'],7.0908850604739789e+17,matthew93@gmail.com,Jon Rivera,Dec 2020,7.86,45ccf9a0-0a96-4b47-a97d-248b962740fb,4d085cb7-1112-498f-b184-0ace16ee9f1c,2021-11-25 21:40:37.607 UTC
CA,['basic'],7.0908850602092134e+17,cmenard@gmail.com,Nicole Paradis,Dec 2017,7.86,0d951800-4c35-48ba-b46f-d50fc7b525ba,250216ae-0b10-4857-8353-f66034153f7f,2021-11-25 21:40:37.607 UTC
CA,['standard'],7.0908850599346176e+17,lorrainemartel@gmail.com,André Forget-Gélinas,Apr 2017,11.8,4d4dff62-e23e-4f96-8eec-235c0830fd12,ca908829-8d48-47bb-ba54-0eaab63af5b3,2021-11-25 21:40:37.607 UTC
CA,['standard'],7.09088506013057e+17,lucylarouche@yahoo.com,Jules Bélisle,Jun 2012,11.8,fd65ca16-a173-498e-8495-21570df31831,10c14ea1-f202-4590-9f0b-242898614952,2021-11-25 21:40:37.607 UTC
CA,['standard'],7.090885060230185e+17,therrienastrid@gmail.com,Théodore Labrecque,Mar 2015,11.8,9befb3f0-db9e-46a2-875c-96aa460a114a,24e4b4b8-8882-4b38-9fa7-f96d52459d22,2021-11-25 21:40:37.607 UTC
CA,['standard'],7.0908850600548762e+17,kcrawford@gmail.com,Robert Chan,Aug 2017,11.8,5bb8b0e6-cd8b-43ae-9de9-94b9af544589,fe144343-d654-4151-87e0-f27b9c89924d,2021-11-25 21:40:37.607 UTC
CA,['standard'],7.0908850602727834e+17,adean@hotmail.com,Alison Shannon,Jan 2020,11.8,92e9259f-c9e2-450d-8faf-3b5a19459eca,bc0e3981-881d-42ee-981e-c1017b4179c2,2021-11-25 21:40:37.607 UTC
CA,['standard'],7.0908850600732262e+17,bryannelson@yahoo.com,Joseph Fields,Apr 2017,11.8,7402d2e2-127e-4273-9472-cf57a989e560,d8d5a5cb-e260-48ff-be75-288eab470563,2021-11-25 21:40:37.607 UTC
CA,['standard'],7.0908850599146291e+17,kmercier@hotmail.com,Caroline Beauchamp,Aug 2014,11.8,b2452864-9eb8-4686-a0e2-547f80dfe0e3,9f170ea4-6b17-4968-965f-d21f20be0135,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850608862e+17,ritterisabel@yahoo.com,Annamarie Tobler,Mar 2020,19.12,22742b11-111e-4d44-80ca-bf1ab06cc3c5,81b66ffd-f25d-445f-9222-6eb8dccbb9ef,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850609881088e+17,eriongross@yahoo.com,Georgette Bieri Graf,Nov 2019,19.12,f9e432f1-a369-4f4c-96e6-f39783dfab96,2e7c2c56-6916-4c61-a2be-ccd5a1adb941,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.09088506084524e+17,xbetschart@yahoo.com,Georges Stocker,Dec 2013,19.12,4f7995b0-e015-4d25-a1ee-e1e659f570d5,1a8807cf-7ccf-4023-b141-c37cd312749c,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850609268326e+17,wettsteindetlef@hotmail.com,Jane Imhof,May 2015,19.12,659d7474-45cc-45d8-896c-9d0a53d2efdb,b915ef1c-d081-4859-8410-d22a1da136f1,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850605375488e+17,nathanael14@hotmail.com,Cristiano Bühler,Oct 2021,19.12,5723b7dd-2219-47bf-9868-503a83a5050e,c26c2235-62a1-44bb-86af-baa2f0150866,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850608023142e+17,mathildebar@gmail.com,Ron Lüscher-Schmidt,Jun 2020,19.12,296fe287-f06b-4dc6-a464-c826145d0c47,1748dc91-1786-4513-91c3-6d9daad6c574,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.09088506075906e+17,sylvianesuter@yahoo.com,Dr. Noëmi Friedli,Dec 2014,19.12,1d6c2552-b1ce-4fa0-94c7-5d762c7f23e7,b835e681-a1ac-49fa-a800-165b5e6abcf9,2021-11-25 21:40:37.607 UTC
CH,['premium'],7.0908850606781235e+17,javiergloor@yahoo.com,Van Tobler,Jan 2015,24.77,1e5da878-7b4b-4771-8374-a4f88fe630da,ab67d96f-69cf-4ecf-942c-a22f362b66bf,2021-11-25 21:40:37.607 UTC
CH,['premium'],7.0908850608232858e+17,ada03@yahoo.com,Hana Keller,May 2013,24.77,803b0fc4-3118-4919-8e65-d11eb515d0fd,deeada4f-3bf1-403a-bc7d-14c42db0acab,2021-11-25 21:40:37.607 UTC
CH,['premium'],7.0908850605984973e+17,walter00@hotmail.com,Mariam Schweizer Erni,Jul 2016,24.77,db5b7a6e-4c64-4d78-a37b-b78c39ee4fc0,3160b9cd-aedb-410f-b45d-7c832ff8a4df,2021-11-25 21:40:37.607 UTC
CH,['premium'],7.0908850612148634e+17,schochcorsin@gmail.com,Theo Herzog,Apr 2020,24.77,bbd432bc-af42-496d-b568-445c53be7c2f,6f6c0f5a-0467-476e-847a-5b759d1ddbf2,2021-11-25 21:40:37.607 UTC
